numero_base,classe,descricao,referencias_correlacionadas
010259,1,"Papel reagente, exceto para uso médico ou veterinário",050036;050036;050096;050108;050377;050393;050437;090323;090336;090421;090425;090429;090625;090633;090716;090873;090902;100024;100221;100225;100230;100264;100274;100306;100347;100347;110359;200358;340019
010260,1,"Preparações antiestáticas, exceto para uso doméstico",030081;030083;030245;030247;070277;070444;070459;070460;070625;080299;160271;160274;160290;160290;160313;210017;210068;210088;210096;210097;210102;210134;210138;210139;210159;210162;210180;210186;210194;210194;210199;210266;210267;210280;210290;210410;210426;210485
010261,1,Sais para células galvânicas,090218;090272;100023;440256;090218;090266;090272;090360;100023
010261,1,Sais para pilhas galvânicas,090218;090272;100023;440256;090218;090266;090272;090360;100023
010262,1,Opacificadores para esmalte,030032;030240
010263,1,Opacificadores para vidros,090285;110091;140059;190095;210052;210085;210143;210166;400065;400126
010265,1,Substâncias químicas para tingir os esmaltes,020064;020065;020096;050277;070362;440115
010267,1,Emulsões fotográficas,090154;090282;410100;410236
010269,1,Chapas fotográficas sensibilizadas,060010;060020;060047;060052;060376;090154;090282;090309;110201;160170;200204;210107;410100;410236
010270,1,Preparações para colar,020010;020049;020094;020107;030003;030045;030077;030096;030104;030137;030148;030170;030171;030215;030225;030228;030232;030237;030259;030268;040009;050005;050007;050025;050026;050029;050032;050041;050045;050046;050063;050069;050077;050090;050103;050116;050120;050133;050135;050166;050195;050218;050229;050229;050272;050275;050287;050370;050371;050390;050401;050411;050446;050448;050455;050459;050475;050506;050517;050530;290015;300011;300034
010271,1,Fertilizantes,110392;440115
010272,1,Preparações de enzima para uso industrial,030096;030237;040030;040047;040057;040065;040067;040075;040087;040089;050025;050029;050032;050046;050090;050103;050116;050120;050135;050195;050229;050229;050370;050390;050506;050517;070004;070103;070143;070282;070316;070327;070347;070419;070509;070600;090178;090276;090418;090526;110292
010273,1,Enzimas para uso industrial,040065;040067;040075;040089;050368;050369;070004;070103;070143;070282;070347;070419;090418;090526;110292
010274,1,"Resinas epóxi, não processadas",020061;020078;170002;170075;170075;290038;290191;290237;300255;300304;310023;310164;310176;310177
010275,1,Preparações para purificação do gás,030096;030237;040040;040049;040050;040088;040103;050025;050029;050032;050090;050103;050116;050120;050135;050195;050229;050229;050390;050517;070002;070486;070503;070522;070591;110019;110123;110135;110138;110160;110162;110163;130008;400003
010277,1,Espíritos de vinagre [ácido acético diluído],050338;290254;300081;300148
010278,1,Papel químico para testes,050077;050237;050286;100245;160006;160062;160130;160140;160156;160182;160190;160191;160210;160233;160339;160372;160376;160395;250128;350090;420042;420281
010279,1,Ésteres *,050138;050318
010281,1,Éteres *,050139;050320
010282,1,Éter etílico,040044
010283,1,Éteres de glicol,050139;050320
010284,1,Éter metílico,040044
010285,1,Éter sulfúrico,040044
010286,1,Substâncias químicas para evitar manchas em tecidos,050277;220002;240008;240083;240090;240091;240139;400014;400037;440115
010288,1,Composições extintoras de fogo,020085;040013;080181;090750;130009;130031;130036;130037;130042;130047;130077;170015;170024;170042;450179
010289,1,Farinha para uso industrial,040047;040057;040065;040067;040075;040087;040089;070004;070103;070143;070266;070282;070316;070327;070347;070419;070509;070600;090178;090418;090526;110292;300058;300059;300060;300061;300062;300114;300128;300146;300189;300198;300220;300229;300326;310088;400044
010290,1,Sais de ferro,030026;030175;050137;050224;050302;060052;060080;060131;060131;060132;060134;060212;070319;190176;210309
010291,1,Fermentos para uso químico,050187;050333;290178;300066
010292,1,Chapas ferrotípicas [fotografia],060010;060020;060047;060052;060376;070216;090021;090117;090122;090174;090181;090184;090206;090211;090212;090233;090264;090309;090318;090390;090562;090574;090639;110201;160170;200204;210107;210309;410101
010293,1,Preparações fertilizantes,030096;030237;050025;050029;050032;050090;050103;050116;050120;050135;050195;050229;050229;050390;050517;110392
010294,1,Preparações ignífugas,020010;020049;020094;020107;030003;030045;030077;030096;030104;030137;030148;030170;030171;030215;030225;030228;030232;030237;030259;030268;040009;050005;050007;050025;050026;050029;050032;050041;050045;050046;050063;050069;050077;050090;050103;050116;050120;050133;050135;050166;050195;050218;050229;050229;050272;050275;050287;050370;050371;050390;050401;050411;050446;050448;050455;050459;050475;050506;050517;050530;290015;300011;300034
010295,1,Composições para fiar,070191;070260;170015;170042
010296,1,Preparações para filtragem para a indústria de bebidas,030096;030237;050025;050029;050032;050090;050103;050116;050120;050135;050195;050229;050229;050390;050517;070056;210342;220060;320045;320060
010297,1,Material de fissão para energia nuclear,040106;070492;090874;100149;120071;120072;160175;200178;280008;390090;400103;400143;420207;420218;420259
010298,1,Fixadores [fotografia],020011;020072;090021;090117;090122;090174;090181;090184;090206;090211;090212;090233;090264;090318;090562;090639;280066;410101
010299,1,Flores de enxofre para uso químico,050334;310091;440143
010301,1,Substâncias para endurecer calcário,050028;050277;190145;190211
010303,1,Compostos de espatoflúor,040012;040079;040109;050498;170069
010304,1,Ácido fluorídrico,050338;290254
010305,1,Grafite para uso industrial,040030;040047;040057;040065;040067;040075;040087;040089;070004;070103;070143;070282;070316;070327;070347;070419;070509;070600;090178;090276;090418;090526;110292;420049;420165
010306,1,Aglutinantes para fundição,020087;060096;060384;070196;080176;190040;190040;190091;190110;400100
010307,1,Preparações para moldagem de fundição,030096;030237;050025;050029;050032;050084;050090;050103;050116;050120;050135;050195;050229;050229;050390;050517;060096;060384;070196;080120;080176;190091;400100
010308,1,Aditivos químicos para inseticidas,040085;050055
010309,1,Aditivos químicos para fungicidas,040085;050151
010310,1,Ácido fórmico,050338;290254
010311,1,Formaldeído para uso químico,050077
010312,1,Preparações para pisoamento para uso na indústria têxtil,070496;400120
010313,1,Preparações para pisoamento,030096;030237;050025;050029;050032;050090;050103;050116;050120;050135;050195;050229;050229;050390;050517;080052;400120
010315,1,Fluidos para freios,040101;070405;070406;070407;070600;120086;120126;180017;180112
010316,1,Negro de fumo para uso industrial [fuligem],020073;020101;040089;070004;070103;070143;070282;070347;070419;090418;090526;110292;340003;340032
010317,1,Preparações químicas para defumar carne,030096;030237;050025;050029;050032;050090;050103;050116;050120;050135;050166;050195;050202;050222;050222;050229;050229;050246;050288;050323;050362;050363;050390;050488;050517;070211;080236;080236;290046;290049;290050;290137;290147;290246;290267
010319,1,Nozes de galha [bugalhos],150005;210387;300229
010320,1,Ácido gálico para manufatura de tinta,020062;020080;020138;020140;080282;160089;160143;160199;160334;290254
010322,1,Papel fotográfico,050237;050286;160006;160062;160130;160140;160156;160182;160190;160191;160210;160233;160339;160372;160376;160395;250128;400023
010323,1,Ácido galotânico,050338;290254
010324,1,Preparações para galvanização,030096;030237;050025;050029;050032;050090;050103;050116;050120;050135;050195;050229;050229;050390;050517;070536;400034
010326,1,Gases protetores para solda,050314;050391;060417;070504;070505;070529;090667;200357;210446;250185
010328,1,Gases solidificados para uso industrial,040047;040057;040065;040067;040075;040089;050314;070004;070103;070143;070282;070316;070327;070347;070419;070509;070600;090178;090418;090526;110292
010329,1,Gelatina para uso fotográfico,050157;290003;400023
010330,1,Gelatina para uso industrial,040065;040067;040075;040089;050157;070004;070103;070143;070282;070347;070419;090418;090526;110292;290003
010331,1,Sal gema,210401;290064;300014;300049;300123;300174;310014
010332,1,Getters [substâncias reativas],030199;050028;050096;050212;050258;050277;050350;170026;170058;170097;250183
010333,1,Gelo seco [dióxido de carbono],030223;080128;210381;290227;300270;390134;390135;400142
010339,1,Substâncias químicas para branquear gorduras,030026
010340,1,Ácidos graxos,050292;060065
010341,1,Mástique para enxertar árvores,080099;080100;200371;310008;310010;440206;440243;440244
010343,1,Bálsamo de gurjun para fabricação de verniz,020022;020025;020114;030222;050342;400129
010348,1,Óleos para conservação de alimentos,020082;040055;040090;080286;400033;400066;400117;430193
010349,1,Óleos para preparar couro no processo de manufatura,040036;040090;180038;180145
010350,1,Óleos para curtimento do couro,030117;040036;040039;040090;040102;050167;070157;170052;180038;180145;400054
010351,1,Dispersantes para petróleo,030109;040044;040047;040071;050339;060337;070498;110059;370133;420042;420095;420252
010352,1,Dispersantes para óleo,020113;020127;030158;040042;040048;040050;040053;040056;040057;040064;040065;040067;040075;040080;040084;040087;040089;040104;040118;040122;050018;050150;050172;050283;050308;050344;050422;050516;060479;070152;070574;110179;110199;110277;170051;170130;200325;290022;290022;290058;290059;290060;290084;290092;290111;290122;290175;290216;290266;290272;400091
010353,1,Substâncias químicas para branquear óleo,030026;040048;040056;170130
010354,1,Substâncias químicas para purificação de óleo,040048;040056;050277;170130;440115
010357,1,Hidratos de carbono [carboidratos],160066;170096;220087;360104;390134;390135;400142;440206
010359,1,Hidrogênio,030112;040123;050345;070579;100257;120328
010360,1,Hipoclorito de sódio,050274;050304;050528;300200
010362,1,Substâncias químicas para impermeabilização de têxteis,050277;370042;400036;400037;440115
010363,1,Substâncias químicas para impregnação de têxteis,050277;220076;240012;240072;240092;400037;400058;400059;440115
010364,1,Substâncias químicas para impermeabilização de couro,050277;180038;180145;370042;400036;440115
010365,1,Iodo para uso químico,050179;050346
010366,1,Sais de iodo,030026;050137;050179;050224;050346
010367,1,Ácido iódico,050338;290254
010368,1,Iodo para uso industrial,040065;040067;040075;040089;050179;050346;070004;070103;070143;070282;070347;070419;090418;090526;110292
010369,1,Isótopos para uso industrial,040030;040047;040057;040065;040067;040075;040087;040089;070004;070103;070143;070282;070316;070327;070347;070419;070509;070600;090178;090276;090418;090526;110292;420049;420165
010373,1,Ácido láctico,050338;290254
010374,1,Fermentos lácteos para uso químico,050187;050333;290178;300066
010377,1,Preparações para prevenir embaciamento de lentes,030096;030237;050025;050029;050032;050090;050103;050116;050120;050135;050195;050229;050229;050365;050390;050517;090059;090088;090160;090324;090328;090803;100329;100338
010378,1,Litina [óxido de lítio],020044;020081;020089
010380,1,"Produtos para conservação de alvenaria, exceto tintas e óleos",040055;040102;370059
010381,1,"Produtos para conservação de tijolos, exceto tintas e óleos",040102;190038;370101
010383,1,Cloreto de magnésio,060169;110190
010385,1,Casca de mangue para uso industrial,030093;040047;040057;040065;040067;040075;040089;050020;050092;050105;050199;050221;070004;070103;070143;070282;070316;070327;070347;070419;070509;070600;090178;090418;090526;110292;290230
010386,1,Substâncias químicas para foscar vidros,050277;090285;110091;140059;190095;210085;210143;210166;440115
010387,1,Mercúrio,090344
010388,1,Sais de mercúrio,030026;050137;050224;090344
010389,1,Óxido de mercúrio,020044;020081;020089;090344
010391,1,Sais de metais preciosos para uso industrial,040089;050010;060185;070143;090418;110292;140003;140055
010393,1,Preparações para recozer metal,020010;020107;030003;030045;030096;030137;030148;030170;030171;030225;030228;030237;030259;050005;050025;050029;050032;050045;050046;050063;050090;050103;050116;050120;050135;050195;050218;050229;050229;050275;050287;050370;050390;050401;050411;050506;050517;060039;060082;060087;060095;060100;060103;060148;060165;060167;060183;060202;060209;060215;060218;060233;060239;060246;060258;060289;060296;060323;060327;060346;060372;060425;060430;060433;060450;060457;060482;140075;200132;400042;400043
